5610	54578.3047	633055.875	1150343.75	41033.6367	371043.625	537932.875
5640	54705.4688	633548.375	1152833.37	41135.8594	370992.719	537896.687
5670	54826.5742	631018.5	1142649.12	41244.1758	371061.937	537684.375
5700	54953.8086	632677.312	1149445.25	41342.1563	371230.594	537697.625
5730	55081.3594	632361	1143439.13	41445.9453	371236.531	537256.5
5760	55202.2148	632435.125	1140124	41554.5625	371464.406	536859.313
5790	55330.1016	631920.687	1145154.38	41649.25	371235.813	536060.312
5820	55453.375	633515.625	1145917.38	41752.8164	371327	535279.188
5850	55576.1875	634099.5	1141177.25	41854.7969	371342	534950.375
5880	55699.5898	634225.063	1141128.87	41956.5	371352.594	533847
5910	55819.1758	635311.25	1149574	42063.2969	371369.531	532610.75
5940	55946.2344	634620.938	1145562.38	42161.7617	371369.031	531943.188
5970	56066.6445	634073.063	1143853.5	42263.8398	371373.406	530846.375
6000	56184.6875	634205.313	1151367.63	42361.7852	371419.469	529766.187
6030	56308.6523	637486.125	1154272	42462.332	371517.562	528978
6060	56428.9453	636933.688	1154155.25	42566.3398	371485.719	528523.875
6090	56548.9609	637070.25	1149732	42668.3789	371678.969	527613.187
6120	56667.8398	637254	1153640.13	42765.1016	371584.5	527220.25
6150	56794.3281	637449.438	1147803	42865.543	371689.031	526661.5
6180	56908.8125	634829.937	1144417.25	42970.7773	371652.406	526180.563
6210	57026.7539	635819.563	1156206.5	43066.8594	371845.687	525369
6240	57147.2305	634602	1152012.12	43166.168	371860.625	525039.125
6270	57270.5	635897.813	1155183	43263.7305	371809.563	524604.188
6300	57394.1094	637319.875	1151988.88	43364.2109	371953.875	524182.906
6330	57512.168	637374.688	1149327.37	43469.3242	371937.719	523634.281
6360	57624.9375	637019.188	1159721.25	43566.9414	371938.781	523168.438
6390	57746.3984	637429.5	1151062.5	43662.0195	371820.969	522667.531
6420	57861.8359	639991.813	1158512.25	43770.4648	371918.344	522356.281
6450	57977.0781	642405.937	1151190.62	43862.6953	371963.844	521821.937
6480	58108.0156	642390.438	1154204	43961.0117	371926.281	521603.313
6510	58217.9766	638726.625	1153538.38	44060.6641	372023.313	521224.406
6540	58328.8945	641170.5	1214139.63	44157.9766	371956.281	521111.75
6570	58448.3672	639623.75	1221950.25	44257.4922	372067.688	520853.375
6600	58562.625	640378.187	1207358.63	44355.4102	371894.969	520342.875
6630	58675.043	640648.812	1218088.38	44451.4453	371874.25	519798.625
6660	58795.6445	641838.375	1190183.62	44553.5273	372045.281	519652.281
6690	58918.9687	640769.688	1217731.5	44646.3672	372091.719	519324.156
6720	59031.082	641926.312	1220958.5	44743.4727	371900.594	519040.219
6750	59135.5664	641780.25	1219001.75	44841.8984	372036.25	518663.531
6780	59255.9727	642317.25	1217688.38	44936.2695	372024.438	518436.844
6810	59370.6133	643669	1168562	45033.8945	372108.313	517949.906
6840	59488.2461	642102.875	1214320.12	45134.0156	372123.594	517521.094
6870	59599.582	642282.5	1216935.5	45230.1211	372068.812	517113.281
6900	59715.7148	642959.5	1168140.13	45325.2695	372192.312	516980.375
6930	59818.5703	642228	1159228.25	45420.5156	372087.813	516444.969
6960	59935.0664	643795.375	1148717.88	45515.4453	372108.562	515910.469
6990	60043.1172	646429.375	1154863	45619.0469	372276.188	515278.719
7020	60155.6367	643788.437	1163270.75	45710.1953	372126.844	514831.344
7050	60277.1914	645615.375	1154860	45808.1445	372248.875	514235.219
7080	60391.3711	643826.75	1153475.25	45904.0156	372302.875	513711.219
7110	60503.6992	644750.562	1158279.12	45993.1133	372249.344	513282.031
7140	60618.5898	646299.875	1217542.13	46093.6289	372129.125	512670.406
7170	60723.375	647031.375	1219476.88	46188.0664	372103.625	512348.063
7200	60838.5742	645109.313	1219383.88	46281.6406	372189.75	511962.906
7230	60955.6797	646784.5	1177539.75	46377.4727	372131.406	511477.75
7260	61066.3711	646573.875	1217889.25	46469.2031	371991.781	511106.187
7290	61177.9062	645309.688	1220047	46564.9727	372023.406	510734.719
7320	61282.8437	645782.562	1219563.5	46661.1367	372017.688	510587.656
7350	61391.1602	647563.875	1223307.88	46749.5117	372079.094	510094.5
7380	61509.5742	645221.25	1162494.25	46843.8008	372000.75	509975.219
7410	61616.1992	648381.625	1155688.88	46942.0703	371936.406	509779.281
7440	61726.8008	647500.438	1161865.37	47028.5664	371944.469	509669.25
7470	61831.125	650293.062	1160581.38	47127.9453	371938	509449.687
7500	61945.5312	648597.937	1164621	47218.0469	371869.969	509065.813
7530	62043.6836	648457	1156551.63	47311.7578	371683.594	508799.219
7560	62158.1484	653867.062	1163977.88	47401.7773	371526.625	508645.719
7590	62270.6367	647774.5	1165604	47489.7656	371455.594	508750.687
7620	62376.125	648669.625	1155117.5	47591.9492	371639.875	508742.188
7650	62479.6484	647467.688	1160560.12	47686.7422	371550	508741.844
7680	62587.4141	646827.563	1184252	47768.8867	371637.844	508664.156
7710	62706.6445	648919.5	1170159	47867.5742	371604.781	508508.5
7740	62813.582	648751.625	1164215	47961.0117	371790.656	508559.406
7770	62920.8672	650711.687	1157304	48047.1484	371733.5	508601.094
7800	63025.4609	649897.812	1162707.88	48145.3086	371752.531	508314.437
7830	63132.6445	649496.125	1162652.88	48232.9023	371909.156	508044.406
7860	63242.6797	650444.812	1160420.37	48325.8711	371775.75	507749.5
7890	63340.1602	657094.813	1164170.62	48422.1484	371916.937	507854.781
7920	63460.1328	651160.312	1162558.75	48508.6172	371960.844	507538.5
7950	63563.2187	649486.75	1161101.63	48601.168	372002.719	507397
7980	63659.832	650054.187	1170617.25	48699.2031	372130.906	507057.031
8010	63772.5078	650365.438	1165757.75	48783.4453	372273.031	507059.031
8040	63885.3281	650885.812	1169260	48873.5039	372393.844	506827.5
8070	63984.4922	649280.063	1175291.38	48963.9648	372618.594	506796.969
8100	64085.9844	648855.75	1161359.63	49059.7578	372673	506585.844
8130	64189.6484	649685.813	1163800.88	49150.6758	372974.906	506427.156
8160	64302.8789	667716	1164097.5	49238.2617	373079.625	506080.937
8190	64400.2578	669641.125	1163193.38	49333.5859	373171.938	506031.563
8220	64515.9141	669693.937	1166221.38	49421.8125	373400.25	505858.313
8250	64613.0508	670540.938	1168766.5	49505.8477	373678.281	505537.906
8280	64714.1328	673596.187	1169494.37	49602.0352	373866.094	505470.156
8310	64822.0977	674218	1165583.5	49696.9297	374145.344	505316.625
8340	64934.2188	659233.625	1162950.5	49780.0508	374168.781	505136.375
8370	65036.9727	669922.75	1168326.88	49870.1797	374313.625	505160.281
8400	65133.7461	671389.875	1170659.63	49956.9727	374522.719	505094.344
8430	65234.1992	672051.625	1165403.5	50052.0195	374775.188	505033.562
8460	65334.043	672207	1170483.75	50137.9766	374999.187	504775.969
8490	65447.3984	671503.063	1171118	50227.5625	375224.75	504441.719
8520	65543.1875	665939.125	1173712.62	50320.875	375434.156	504315.688
8550	65644.6172	664597.437	1229910.25	50405.5937	375744.219	504142.281
8580	65753.8281	661341.313	1234305.88	50491.293	375991.031	503710.781
8610	65860.0937	659874.438	1235320.25	50581.7578	376230.125	503453.25
8640	65962.7188	657635	1234793.88	50677.1289	376461.219	503077.188
8670	66057.6484	656012.625	1235058.12	50764.0937	376675.281	503062.219
8700	66164.2813	672242.937	1235621.13	50848.8047	376803.906	502944.813
8730	66261.9219	674156.375	1234570	50942.0352	377042.937	502726.719
8760	66364.6953	674870.5	1234097.25	51023.3867	377098.969	502422.344
